,dataset_name,cls_encoding,classifier,AUC,#event columns,#case columns,#control columns,#eventcase columns,#controlcase columns,#eventcontrol columns,total cols,pars. event,pars. case,pars. control,pars. eventcase,pars. controlcase,pars. eventcontrol,total pars cols,perc_pars_event,perc_pars_case,perc_pars_control,perc_pars_eventcase,perc_pars_controlcase,perc_pars_eventcontrol,perc_event_total,perc_case_total,perc_control_total,perc_eventcase_total,perc_controlcase_total,perc_eventcontrol_total,perc_pars_total,FC event,FC_case,FC control,monotonicity,"shap (event, case, control)","feature importance (event, case, control)",LOD
60,bpic2015_2_f2,agg,LR,0.9515401359262488,68,23,300,/,/,/,391,48.0,22.0,149.0,/,/,/,219.0,70.58823529411765,95.65217391304348,49.66666666666666,/,/,/,21.91780821917808,10.04566210045662,68.03652968036529,/,/,/,56.010230179028135,0.0172741406115045,0.2245638279495595,0.0172741406115045,1.0,/,/,0.0
61,bpic2015_2_f2,index,LR,0.8957865628601641,1144,23,2933,/,/,/,4100,61.0,7.0,94.0,/,/,/,162.0,5.3321678321678325,30.43478260869565,3.204909648823729,/,/,/,37.65432098765432,4.320987654320987,58.02469135802468,/,/,/,3.951219512195122,0.0,0.0,1.900155467265504,1.0,/,/,0.0
62,bpic2015_2_f2,agg,LLM,0.927184126178832,68,23,300,/,/,/,391,26.333333333333336,11.333333333333334,104.66666666666666,/,/,/,142.33333333333331,38.72058823529412,49.275362318840585,34.888888888888886,/,/,/,18.50117096018736,7.962529274004686,73.53629976580797,/,/,/,36.40238704177323,0.0,0.0,94.99049922266369,1.0,/,/,0.0
63,bpic2015_2_f2,index,LLM,0.9016215732683276,1144,23,2933,/,/,/,4100,399.00000000000006,12.999999999999998,1002.3333333333331,/,/,/,1414.3333333333333,34.87762237762238,56.52173913043477,34.174337992953745,/,/,/,28.21117134103229,0.919160971011077,70.86966768795664,/,/,/,34.49593495934959,77.23268267403697,96.5624460183106,0.5873207807911557,1.0,/,/,0.0
64,bpic2015_2_f2,agg,GLRM,0.865451531060924,68,23,300,1,3,1,396,0.0,0.0,5.0,1,3,1,10.0,0.0,0.0,1.6666666666666667,100.0,100.0,100.0,0.0,0.0,50.0,10.0,30.0,10.0,2.525252525252525,88.6508896182415,46.20832613577475,93.76403523924684,1.0,/,/,0.0
65,bpic2015_2_f2,index,GLRM,0.6572318693337955,1144,23,2933,0,2,1,4103,0.0,0.0,1.0,0,2,1,4.0,0.0,0.0,0.0340947834981247,0,100.0,100.0,0.0,0.0,25.0,0.0,50.0,25.0,0.0974896417255666,0.0,96.9597512523752,96.5624460183106,1.0,/,/,0.0
66,bpic2015_2_f2,agg,XGB,0.9490643888698986,68,23,300,/,/,/,391,55.0,19.0,60.0,/,/,/,134.0,80.88235294117646,82.6086956521739,20.0,/,/,/,41.04477611940298,14.17910447761194,44.776119402985074,/,/,/,34.271099744245525,26.723095525997586,7.030575228882363,94.81775781654864,0.8825819714361369,"[5, 2, 3]","[4, 3, 3]",1.4142135623730951
67,bpic2015_2_f2,index,XGB,0.8287069547792636,1144,23,2933,/,/,/,4100,348.0,17.0,110.0,/,/,/,475.0,30.41958041958042,73.91304347826087,3.750426184793727,/,/,/,73.26315789473684,3.5789473684210527,23.157894736842103,/,/,/,11.585365853658535,56.07186042494386,4.750388668163759,9.224391086543443,0.7101644701463018,"[8, 2, 0]","[3, 4, 3]",6.164414002968976
68,bpic2015_2_f2,agg,RF,0.9399744776363854,68,23,300,/,/,/,391,66.0,23.0,253.0,/,/,/,342.0,97.05882352941175,100.0,84.33333333333333,/,/,/,19.29824561403509,6.7251461988304095,73.9766081871345,/,/,/,87.46803069053709,24.857488339955086,21.5235792019347,88.61634133701848,0.4271203012367092,"[2, 3, 5]","[2, 6, 2]",4.242640687119285
69,bpic2015_2_f2,index,RF,0.8794891551561785,1144,23,2933,/,/,/,4100,1004.0,23.0,1711.0,/,/,/,2738.0,87.76223776223776,100.0,58.33617456529151,/,/,/,36.6691015339664,0.8400292184075968,62.490869247626,/,/,/,66.78048780487805,6.166868198307134,9.58714803938504,90.516496804284,0.1611446703085543,"[6, 3, 1]","[6, 4, 0]",1.4142135623730951
70,bpic2015_2_f2,embed,LSTM,0.9362403302609408,11,17,1,/,/,/,29,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,41.37931034482759,1.3777140026307249,1.6108918840431166,2.173764498881088,0.1279401204822758,"[3, 6, 1]","[3, 6, 1]",0.0
71,bpic2015_2_f2,embed,CNN,0.9374482778886706,11,17,1,/,/,/,29,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,41.37931034482759,0.972001571601838,0.998479646047934,1.7168041818274995,-0.6329365169061317,"[3, 6, 1]","[2, 8, 0]",2.449489742783178
72,bpic2015_3_f2,agg,LR,0.9584984546579984,87,34,314,/,/,/,435,63.0,33.0,160.0,/,/,/,256.0,72.41379310344827,97.05882352941175,50.955414012738856,/,/,/,24.609375,12.890625,62.5,/,/,/,58.85057471264368,0.0597550044816253,0.0099591674136042,1.3046509311821533,1.0,/,/,0.0
73,bpic2015_3_f2,index,LR,0.8982498926368778,1700,34,3083,/,/,/,4817,823.0,33.0,1743.9999999999998,/,/,/,2600.0,48.41176470588236,97.05882352941175,56.568277651638006,/,/,/,31.653846153846157,1.2692307692307692,67.07692307692307,/,/,/,53.97550342536849,18.802908076884773,6.104969624539389,5.676725425754407,1.0,/,/,0.0
74,bpic2015_3_f2,agg,LLM,0.9564378425289526,87,34,314,/,/,/,435,86.0,33.5,307.5,/,/,/,427.0,98.85057471264368,98.52941176470588,97.92993630573248,/,/,/,20.140515222482435,7.845433255269321,72.01405152224824,/,/,/,98.16091954022988,1.215018424459715,0.0,93.08833781495866,1.0,/,/,0.0
75,bpic2015_3_f2,index,LLM,0.9052825154133476,1700,34,3083,/,/,/,4817,439.75,11.5,804.5,/,/,/,1255.75,25.86764705882353,33.8235294117647,26.09471294193967,/,/,/,35.018913000199085,0.9157873780609198,64.06529962174,/,/,/,26.06913016400249,13.434916840952097,0.0,98.04800318693356,1.0,/,/,0.0
76,bpic2015_3_f2,agg,GLRM,0.9376314196433608,87,34,314,0,2,1,438,0.0,0.0,5.0,0,2,1,8.0,0.0,0.0,1.5923566878980893,0,100.0,100.0,0.0,0.0,62.5,0.0,25.0,12.5,1.82648401826484,0.0,0.0,85.8480231052684,1.0,/,/,0.0
77,bpic2015_3_f2,index,GLRM,0.5192059250704287,1700,34,3083,0,1,1,4819,0.0,0.0,2.0,0,1,1,4.0,0.0,0.0,0.0648718780408692,0,100.0,100.0,0.0,0.0,50.0,0.0,25.0,25.0,0.0830047727744345,0.0,98.42645154865052,97.31102479832686,1.0,/,/,0.0
78,bpic2015_3_f2,agg,XGB,0.9492602300974377,87,34,314,/,/,/,435,62.0,21.0,74.0,/,/,/,157.0,71.26436781609195,61.76470588235294,23.56687898089172,/,/,/,39.49044585987261,13.375796178343949,47.13375796178344,/,/,/,36.0919540229885,16.821033761577535,2.977791056667663,87.92948909471167,0.8745129570199441,"[2, 4, 4]","[1, 5, 4]",1.4142135623730951
79,bpic2015_3_f2,index,XGB,0.8679933723178215,1700,34,3083,/,/,/,4817,376.0,21.0,146.0,/,/,/,543.0,22.11764705882353,61.76470588235294,4.735647096983458,/,/,/,69.24493554327809,3.867403314917127,26.887661141804788,/,/,/,11.27257629229811,27.059057862762675,6.881784682800518,46.34996514291405,0.7727035993292405,"[5, 5, 0]","[0, 3, 7]",8.831760866327848
80,bpic2015_3_f2,agg,RF,0.9585520321346204,87,34,314,/,/,/,435,84.0,33.0,275.0,/,/,/,392.0,96.55172413793105,97.05882352941175,87.57961783439491,/,/,/,21.428571428571427,8.418367346938776,70.15306122448979,/,/,/,90.11494252873564,14.29140523852206,5.63688875609999,81.94402947913555,0.4225362273014179,"[0, 1, 9]","[1, 8, 1]",10.677078252031311
81,bpic2015_3_f2,index,RF,0.8953603778765562,1700,34,3083,/,/,/,4817,1317.0,33.0,1867.0,/,/,/,3217.0,77.47058823529412,97.05882352941175,60.55789815115148,/,/,/,40.93876282250544,1.0258004351880634,58.035436742306494,/,/,/,66.78430558438862,12.82740762872224,85.08116721442087,85.08116721442087,0.169479458135571,"[4, 1, 5]","[3, 7, 0]",7.874007874011811
82,bpic2015_3_f2,embed,LSTM,0.9497015221936176,11,18,1,/,/,/,30,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,40.0,2.0963316685505435,1.1726510877521448,2.19044252017906,0.534851782943795,"[3, 6, 1]","[3, 6, 1]",0.0
83,bpic2015_3_f2,embed,CNN,0.9479283393053528,11,18,1,/,/,/,30,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,40.0,0.9998655559262448,1.0128120222878396,1.1492478600984928,-0.4831622226603114,"[3, 6, 1]","[1, 9, 0]",3.7416573867739413
84,bpic2015_4_f2,agg,LR,0.9377337784784692,67,23,261,/,/,/,351,4.0,5.0,11.0,/,/,/,20.0,5.970149253731344,21.73913043478261,4.21455938697318,/,/,/,20.0,25.0,55.0,/,/,/,5.698005698005698,0.0,0.0,0.0,1.0,/,/,0.0
85,bpic2015_4_f2,index,LR,0.9377834598552396,1175,23,2148,/,/,/,3346,34.0,5.0,44.0,/,/,/,83.0,2.893617021276596,21.73913043478261,2.0484171322160147,/,/,/,40.963855421686745,6.024096385542169,53.01204819277108,/,/,/,2.480573819485953,30.982367758186395,0.0,19.042821158690177,1.0,/,/,0.0
86,bpic2015_4_f2,agg,LLM,0.9370724641521266,67,23,261,/,/,/,351,66.0,23.0,247.5,/,/,/,336.5,98.50746268656717,100.0,94.82758620689656,/,/,/,19.61367013372957,6.8350668647845465,73.55126300148588,/,/,/,95.86894586894589,12.69521410579345,4.811083123425693,95.59193954659948,1.0,/,/,0.0
87,bpic2015_4_f2,index,LLM,0.9433737187724948,1175,23,2148,/,/,/,3346,790.3333333333333,17.0,1449.3333333333337,/,/,/,2256.666666666667,67.26212765957447,73.91304347826087,67.47361887026692,/,/,/,35.02215657311668,0.7533234859675035,64.2245199409158,/,/,/,67.44371388722854,18.513853904282115,0.0,99.57178841309825,1.0,/,/,0.0
88,bpic2015_4_f2,agg,GLRM,0.9133090336199396,67,23,261,0,0,1,352,0.0,1.0,6.0,0,0,1,8.0,0.0,4.3478260869565215,2.2988505747126435,0,0,100.0,0.0,12.5,75.0,0.0,0.0,12.5,2.272727272727273,0.0,0.0,97.22921914357684,1.0,/,/,0.0
89,bpic2015_4_f2,index,GLRM,0.6298378620668337,1175,23,2148,0,0,1,3347,0.0,0.0,3.0,0,0,1,4.0,0.0,0.0,0.1396648044692737,0,0,100.0,0.0,0.0,75.0,0.0,0.0,25.0,0.1195100089632506,95.81863979848868,0.0,98.41309823677582,1.0,/,/,0.0
90,bpic2015_4_f2,agg,XGB,0.9304825055311934,67,23,261,/,/,/,351,56.0,15.0,51.0,/,/,/,122.0,83.58208955223881,65.21739130434783,19.54022988505747,/,/,/,45.90163934426229,12.295081967213116,41.80327868852459,/,/,/,34.75783475783476,22.7455919395466,8.639798488664988,90.05037783375315,0.881185301952984,"[4, 3, 3]","[2, 5, 3]",2.8284271247461903
91,bpic2015_4_f2,index,XGB,0.8187590254501133,1175,23,2148,/,/,/,3346,304.0,14.0,90.0,/,/,/,408.0,25.872340425531917,60.869565217391305,4.189944134078212,/,/,/,74.50980392156863,3.431372549019608,22.058823529411764,/,/,/,12.193664076509265,26.92695214105793,22.87153652392947,33.95465994962217,0.6881015825843327,"[5, 4, 1]","[3, 5, 2]",2.449489742783178
92,bpic2015_4_f2,agg,RF,0.9397544304747772,67,23,261,/,/,/,351,65.0,23.0,219.0,/,/,/,307.0,97.01492537313432,100.0,83.9080459770115,/,/,/,21.172638436482085,7.49185667752443,71.33550488599349,/,/,/,87.46438746438747,5.26448362720403,3.929471032745592,90.62972292191436,0.3573406460630049,"[1, 3, 6]","[3, 5, 2]",4.898979485566356
93,bpic2015_4_f2,index,RF,0.8450459939145833,1175,23,2148,/,/,/,3346,923.0,23.0,1166.0,/,/,/,2112.0,78.55319148936171,100.0,54.2830540037244,/,/,/,43.70265151515152,1.0890151515151516,55.208333333333336,/,/,/,63.12014345487149,4.181360201511335,88.51385390428212,89.82367758186398,0.1677318998998856,"[3, 5, 2]","[4, 6, 0]",2.449489742783178
94,bpic2015_4_f2,embed,LSTM,0.916125415667519,11,15,1,/,/,/,27,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,44.44444444444444,3.917164010474127,0.592824957133173,3.4997939733893366,0.6318550698595957,"[3, 6, 1]","[3, 6, 1]",0.0
95,bpic2015_4_f2,embed,CNN,0.8504620920054936,11,15,1,/,/,/,27,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,44.44444444444444,1.416931399784669,0.971648079964909,2.1134342642191597,-0.475580152367593,"[3, 6, 1]","[1, 9, 0]",3.7416573867739413
96,bpic2015_5_f2,agg,LR,0.9385871298156376,78,25,246,/,/,/,349,54.0,23.0,114.0,/,/,/,191.0,69.23076923076923,92.0,46.34146341463415,/,/,/,28.27225130890052,12.041884816753926,59.68586387434555,/,/,/,54.72779369627507,31.393165602703714,36.18725747903367,1.6522718738265114,1.0,/,/,0.0
97,bpic2015_5_f2,index,LR,0.9148390149294038,1419,25,2537,/,/,/,3981,79.0,14.000000000000002,135.0,/,/,/,228.0,5.567300916138126,56.00000000000001,5.321245565628695,/,/,/,34.64912280701754,6.140350877192984,59.21052631578947,/,/,/,5.727204220045215,11.115283514832894,19.72712479659532,2.415821754913005,1.0,/,/,0.0
98,bpic2015_5_f2,agg,LLM,0.9389247704107344,78,25,246,/,/,/,349,75.66666666666667,24.0,199.66666666666663,/,/,/,299.3333333333333,97.0,96.0,81.16531165311652,/,/,/,25.27839643652561,8.017817371937639,66.70378619153675,/,/,/,85.76886341929321,20.29039929903617,17.060958818375266,72.87520340468143,1.0,/,/,0.0
99,bpic2015_5_f2,index,LLM,0.9058744629921818,1419,25,2537,/,/,/,3981,726.4999999999999,16.25,1297.5,/,/,/,2040.25,51.197322057787176,65.0,51.14308238076468,/,/,/,35.60838132581791,0.7964710207082465,63.59514765347384,/,/,/,51.24968600854056,18.312679934910506,18.650644636375016,2.127925898109901,1.0,/,/,0.0
100,bpic2015_5_f2,agg,GLRM,0.9049319457290088,78,25,246,0,0,1,350,0.0,0.0,5.0,0,0,1,6.0,0.0,0.0,2.032520325203252,0,0,100.0,0.0,0.0,83.33333333333333,0.0,0.0,16.666666666666668,1.7142857142857142,0.0,0.0,95.94442358242584,1.0,/,/,0.0
101,bpic2015_5_f2,index,GLRM,0.7828502666576228,1419,25,2537,1,1,1,3984,2.0,0.0,2.0,1,1,1,7.0,0.1409443269908386,0.0,0.0788332676389436,100.0,100.0,100.0,28.571428571428573,0.0,28.571428571428573,14.285714285714286,14.285714285714286,14.285714285714286,0.1757028112449799,60.5081987733133,35.048191262986606,37.40142696207285,1.0,/,/,0.0
102,bpic2015_5_f2,agg,XGB,0.9411635312023968,78,25,246,/,/,/,349,69.0,19.0,57.0,/,/,/,145.0,88.46153846153847,76.0,23.170731707317078,/,/,/,47.58620689655172,13.10344827586207,39.310344827586206,/,/,/,41.54727793696275,23.97045938164977,8.348979847290023,88.3339591938916,0.8807034141478467,"[4, 2, 4]","[1, 5, 4]",4.242640687119285
103,bpic2015_5_f2,index,XGB,0.8318486444613631,1419,25,2537,/,/,/,3981,389.0,19.0,152.0,/,/,/,560.0,27.41296687808316,76.0,5.991328340559717,/,/,/,69.46428571428571,3.392857142857143,27.142857142857142,/,/,/,14.066817382567194,52.58480410564527,21.579672049067465,23.407184879208916,0.7736758529139968,"[5, 4, 1]","[2, 2, 6]",6.164414002968976
104,bpic2015_5_f2,agg,RF,0.9496283180062516,78,25,246,/,/,/,349,76.0,24.0,220.0,/,/,/,320.0,97.43589743589745,96.0,89.4308943089431,/,/,/,23.75,7.5,68.75,/,/,/,91.69054441260744,21.36687945925648,15.97196144698961,86.40630867442734,0.4184441779501338,"[2, 1, 7]","[2, 6, 2]",7.0710678118654755
105,bpic2015_5_f2,index,RF,0.8921878952082769,1419,25,2537,/,/,/,3981,1251.0,24.0,1788.0,/,/,/,3063.0,88.16067653276956,96.0,70.47694126921562,/,/,/,40.84231145935357,0.7835455435847208,58.3741429970617,/,/,/,76.94046721929163,20.615846789335336,81.1866316184754,81.1866316184754,0.1940002887341937,"[4, 3, 3]","[4, 6, 0]",4.242640687119285
106,bpic2015_5_f2,embed,LSTM,0.9293893752801126,11,18,1,/,/,/,30,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,40.0,1.550198542975956,3.4887283869555703,1.9647937967044995,0.2292221926901978,"[3, 6, 1]","[2, 7, 1]",1.4142135623730951
107,bpic2015_5_f2,embed,CNN,0.9322902238427984,11,18,1,/,/,/,30,11.0,0.0,1.0,/,/,/,12.0,100.0,0.0,100.0,/,/,/,91.66666666666669,0.0,8.333333333333334,/,/,/,40.0,1.2713003783259855,2.990338617390489,1.659631679329644,-0.5711213650913787,"[3, 6, 1]","[0, 10, 0]",5.0990195135927845
120,sepsis_cases_2,agg,LR,0.92791145028539,78,183,15,/,/,/,276,21.0,64.0,4.0,/,/,/,89.0,26.923076923076923,34.97267759562842,26.666666666666668,/,/,/,23.59550561797753,71.91011235955057,4.49438202247191,/,/,/,32.2463768115942,36.36363636363637,7.584722969338353,0.0,1.0,/,/,0.0
121,sepsis_cases_2,index,LR,0.926274794235439,311,183,118,/,/,/,612,69.0,82.0,24.0,/,/,/,175.0,22.18649517684888,44.80874316939891,20.338983050847457,/,/,/,39.42857142857143,46.85714285714285,13.714285714285714,/,/,/,28.594771241830067,34.480903711672944,6.777837547068316,0.0,1.0,/,/,0.0
122,sepsis_cases_2,agg,LLM,0.8947809908233736,78,183,15,/,/,/,276,72.5,120.5,13.5,/,/,/,206.5,92.94871794871794,65.84699453551912,90.0,/,/,/,35.1089588377724,58.353510895883765,6.5375302663438255,/,/,/,74.81884057971014,25.874125874125877,15.814954276492738,0.0537923614846691,1.0,/,/,0.0
123,sepsis_cases_2,index,LLM,0.8817981142190405,311,183,118,/,/,/,612,256.0,127.66666666666666,89.33333333333333,/,/,/,473.0,82.31511254019293,69.76320582877959,75.70621468926552,/,/,/,54.12262156448204,26.9908386187456,18.886539816772373,/,/,/,77.28758169934639,33.620225927918234,30.554061323292093,0.3765465303926842,1.0,/,/,0.0
124,sepsis_cases_2,agg,GLRM,0.7304216202579547,78,183,15,0,0,1,277,0.0,4.0,0.0,0,0,1,5.0,0.0,2.185792349726776,0.0,0,0,100.0,0.0,80.0,0.0,0.0,0.0,20.0,1.8050541516245489,0.0,100.0,0.0,1.0,/,/,0.0
125,sepsis_cases_2,index,GLRM,0.7304216202579547,311,183,118,0,0,1,613,0.0,4.0,0.0,0,0,1,5.0,0.0,2.185792349726776,0.0,0,0,100.0,0.0,80.0,0.0,0.0,0.0,20.0,0.8156606851549756,0.0,100.0,0.0,1.0,/,/,0.0
126,sepsis_cases_2,agg,XGB,0.8492195137334049,78,183,15,/,/,/,276,52.0,59.00000000000001,7.0,/,/,/,118.0,66.66666666666667,32.24043715846995,46.66666666666666,/,/,/,44.067796610169495,50.00000000000001,5.932203389830509,/,/,/,42.7536231884058,96.23453469607315,2.151694459386767,0.2151694459386766,0.3899012979421394,"[7, 3, 0]","[4, 6, 0]",4.242640687119285
127,sepsis_cases_2,index,XGB,0.8679038819337138,311,183,118,/,/,/,612,111.0,50.99999999999999,11.0,/,/,/,173.0,35.69131832797428,27.868852459016388,9.322033898305085,/,/,/,64.16184971098266,29.479768786127163,6.358381502890174,/,/,/,28.26797385620915,96.82625067240453,2.151694459386767,0.4303388918773533,0.6307716896862804,"[7, 3, 0]","[5, 5, 0]",2.8284271247461903
128,sepsis_cases_2,agg,RF,0.8269859039450034,78,183,15,/,/,/,276,75.0,181.0,12.0,/,/,/,268.0,96.15384615384616,98.90710382513662,80.0,/,/,/,27.98507462686567,67.53731343283582,4.477611940298507,/,/,/,97.10144927536231,66.70252824098978,4.249596557288865,0.3765465303926842,0.0104024242156859,"[2, 8, 0]","[0, 10, 0]",2.8284271247461903
129,sepsis_cases_2,index,RF,0.8197313235154994,311,183,118,/,/,/,612,236.0,183.0,93.0,/,/,/,512.0,75.88424437299035,100.0,78.8135593220339,/,/,/,46.09375,35.7421875,18.1640625,/,/,/,83.66013071895425,52.824098977945134,4.357181280258203,0.6455083378160301,0.288547048782988,"[1, 9, 0]","[1, 9, 0]",0.0
130,sepsis_cases_2,embed,LSTM,0.7931790230519379,12,24,1,/,/,/,37,12.0,24.0,1.0,/,/,/,37.0,100.0,100.0,100.0,/,/,/,32.432432432432435,64.86486486486487,2.702702702702702,/,/,/,100.0,10.124508519003932,9.796854521625162,9.73132372214941,0.7268655763269417,"[1, 8, 1]","[0, 9, 1]",1.4142135623730951
131,sepsis_cases_2,embed,CNN,0.8434076503421526,12,24,1,/,/,/,37,12.0,24.0,1.0,/,/,/,37.0,100.0,100.0,100.0,/,/,/,32.432432432432435,64.86486486486487,2.702702702702702,/,/,/,100.0,10.190039318479686,13.21264744429882,12.983289646133684,-0.5214811269350748,"[1, 9, 0]","[8, 2, 0]",9.899494936611665
132,sepsis_cases_4,agg,LR,0.7377056449539869,80,183,15,/,/,/,278,3.0,14.0,0.0,/,/,/,17.0,3.75,7.6502732240437155,0.0,/,/,/,17.647058823529413,82.3529411764706,0.0,/,/,/,6.115107913669065,0.0,0.0,0.0,1.0,/,/,0.0
133,sepsis_cases_4,index,LR,0.7236883707778521,502,183,178,/,/,/,863,8.0,14.999999999999998,0.0,/,/,/,23.0,1.593625498007968,8.19672131147541,0.0,/,/,/,34.78260869565217,65.21739130434781,0.0,/,/,/,2.6651216685979144,0.0,0.0,0.0,1.0,/,/,0.0
134,sepsis_cases_4,agg,LLM,0.640009511079122,80,183,15,/,/,/,278,76.5,143.0,14.5,/,/,/,234.0,95.625,78.14207650273224,96.66666666666669,/,/,/,32.69230769230769,61.11111111111112,6.196581196581197,/,/,/,84.1726618705036,0.619743249225321,0.0,0.0,1.0,/,/,0.0
135,sepsis_cases_4,index,LLM,0.6147897280345483,502,183,178,/,/,/,863,431.5,143.0,151.5,/,/,/,726.0,85.95617529880478,78.14207650273224,85.11235955056179,/,/,/,59.43526170798898,19.696969696969692,20.867768595041323,/,/,/,84.12514484356895,7.3041168658698545,2.6560424966799467,0.0885347498893315,1.0,/,/,0.0
136,sepsis_cases_4,agg,GLRM,0.7032292684180762,80,183,15,1,0,1,280,2.0,1.0,0.0,1,0,1,5.0,2.5,0.546448087431694,0.0,100.0,0,100.0,40.0,20.0,0.0,20.0,0.0,20.0,1.7857142857142858,25.63081009296149,9.65028773793714,0.0,1.0,/,/,0.0
137,sepsis_cases_4,index,GLRM,0.6611639504395661,502,183,178,2,3,1,869,0.0,4.0,0.0,2,3,1,10.0,0.0,2.185792349726776,0.0,100.0,100.0,100.0,0.0,40.0,0.0,20.0,30.0,10.0,1.150747986191024,0.4869411243913236,18.503762726870296,28.065515714918103,1.0,/,/,0.0
138,sepsis_cases_4,agg,XGB,0.7178531952084725,80,183,15,/,/,/,278,61.0,84.0,6.0,/,/,/,151.0,76.25,45.90163934426229,40.0,/,/,/,40.397350993377486,55.629139072847686,3.9735099337748334,/,/,/,54.31654676258993,83.576803895529,11.7751217352811,0.3098716246126605,0.4059929403347046,"[7, 3, 0]","[1, 9, 0]",8.48528137423857
139,sepsis_cases_4,index,XGB,0.6938383630661663,502,183,178,/,/,/,863,105.0,83.0,15.0,/,/,/,203.0,20.916334661354583,45.3551912568306,8.426966292134832,/,/,/,51.72413793103448,40.88669950738916,7.389162561576355,/,/,/,23.522595596755504,91.63346613545816,6.640106241699867,3.6741921204072594,0.333234859242295,"[6, 4, 0]","[4, 6, 0]",2.8284271247461903
140,sepsis_cases_4,agg,RF,0.7438402909876098,80,183,15,/,/,/,278,77.0,183.0,14.0,/,/,/,274.0,96.25,100.0,93.33333333333331,/,/,/,28.1021897810219,66.78832116788321,5.109489051094891,/,/,/,98.56115107913668,60.513501549358125,90.61531651173084,7.835325365205843,0.0126843644962113,"[8, 2, 0]","[1, 9, 0]",9.899494936611665
