iter;dataset;cls;method;param;value;score
1;bpic2011_f2;LR;all_agg;C;13.47466713835983;0.29500480029373377
1;bpic2011_f2;LR;all_agg;0
1;bpic2011_f2;LR;all_agg;C;13.47466713835983;0.6009514081598842
1;bpic2011_f2;LR;all_agg;0
1;bpic2011_f2;LR;all_agg;C;13.47466713835983;0.9087316957557606
1;bpic2011_f2;LR;all_agg;0
2;bpic2011_f2;LR;all_agg;C;-4.072061036731284;0.3012222263388697
2;bpic2011_f2;LR;all_agg;0
2;bpic2011_f2;LR;all_agg;C;-4.072061036731284;0.6117386886957444
2;bpic2011_f2;LR;all_agg;0
2;bpic2011_f2;LR;all_agg;C;-4.072061036731284;0.9236799067615976
2;bpic2011_f2;LR;all_agg;0
3;bpic2011_f2;LR;all_agg;C;-8.11101849841053;0.31015139175208
3;bpic2011_f2;LR;all_agg;0
3;bpic2011_f2;LR;all_agg;C;-8.11101849841053;0.6208232866592209
3;bpic2011_f2;LR;all_agg;0
3;bpic2011_f2;LR;all_agg;C;-8.11101849841053;0.9350455061234012
3;bpic2011_f2;LR;all_agg;0
4;bpic2011_f2;LR;all_agg;C;-12.160878208535566;0.16666666666666666
4;bpic2011_f2;LR;all_agg;0
4;bpic2011_f2;LR;all_agg;C;-12.160878208535566;0.3333333333333333
4;bpic2011_f2;LR;all_agg;0
4;bpic2011_f2;LR;all_agg;C;-12.160878208535566;0.5
4;bpic2011_f2;LR;all_agg;0
