dataset;method;cls;nr_events;metric;score
bpic2015_2_f2;all_embeddings;CNN;1;-1;auc;0.7113846153846154
bpic2015_2_f2;all_embeddings;CNN;2;-1;auc;0.72448
bpic2015_2_f2;all_embeddings;CNN;3;-1;auc;0.73344
bpic2015_2_f2;all_embeddings;CNN;4;-1;auc;0.7232000000000001
bpic2015_2_f2;all_embeddings;CNN;5;-1;auc;0.7177600000000001
bpic2015_2_f2;all_embeddings;CNN;6;-1;auc;0.7561599999999999
bpic2015_2_f2;all_embeddings;CNN;7;-1;auc;0.75712
bpic2015_2_f2;all_embeddings;CNN;8;-1;auc;0.7254838709677419
bpic2015_2_f2;all_embeddings;CNN;9;-1;auc;0.7274193548387097
bpic2015_2_f2;all_embeddings;CNN;10;-1;auc;0.7132258064516129
bpic2015_2_f2;all_embeddings;CNN;11;-1;auc;0.7341935483870967
bpic2015_2_f2;all_embeddings;CNN;12;-1;auc;0.7268852459016393
bpic2015_2_f2;all_embeddings;CNN;13;-1;auc;0.7216528925619834
bpic2015_2_f2;all_embeddings;CNN;14;-1;auc;0.8213223140495868
bpic2015_2_f2;all_embeddings;CNN;15;-1;auc;0.8393388429752067
bpic2015_2_f2;all_embeddings;CNN;16;-1;auc;0.9216528925619836
bpic2015_2_f2;all_embeddings;CNN;17;-1;auc;0.9282644628099174
bpic2015_2_f2;all_embeddings;CNN;18;-1;auc;0.9624793388429752
bpic2015_2_f2;all_embeddings;CNN;19;-1;auc;0.9716666666666667
bpic2015_2_f2;all_embeddings;CNN;20;-1;auc;0.9753472222222221
bpic2015_2_f2;all_embeddings;CNN;21;-1;auc;0.9771739130434782
bpic2015_2_f2;all_embeddings;CNN;22;-1;auc;0.9778955060284983
bpic2015_2_f2;all_embeddings;CNN;23;-1;auc;0.9780781877968578
bpic2015_2_f2;all_embeddings;CNN;24;-1;auc;0.9861161856046766
bpic2015_2_f2;all_embeddings;CNN;25;-1;auc;0.9773474607234197
bpic2015_2_f2;all_embeddings;CNN;26;-1;auc;0.9817318231640483
bpic2015_2_f2;all_embeddings;CNN;27;-1;auc;0.9667519181585678
bpic2015_2_f2;all_embeddings;CNN;28;-1;auc;0.9704055535257582
bpic2015_2_f2;all_embeddings;CNN;29;-1;auc;0.9696748264523201
bpic2015_2_f2;all_embeddings;CNN;30;-1;auc;0.9660211910851296
bpic2015_2_f2;all_embeddings;CNN;31;-1;auc;0.9652904640116916
bpic2015_2_f2;all_embeddings;CNN;32;-1;auc;0.9789977892409727
bpic2015_2_f2;all_embeddings;CNN;33;-1;auc;0.9852616064848931
bpic2015_2_f2;all_embeddings;CNN;34;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;35;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;36;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;37;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;38;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;39;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;40;-1;auc;0.983050847457627
bpic2015_2_f2;all_embeddings;CNN;-1;auc;0.9297748232643303
event columns:;11;  case columns:;17;  control columns:;1
parsimony event;1.0;parsimony case;0.058823529411764705;parsimony control;1.0
FC event;0.01518645689198654;FC case;0.010189788004578145;FC control;0.03053519875638463
monotonicity;-0.5587604373288029
