dataset;method;cls;nr_events;metric;score
bpic2015_3_f2;all_index;XGB;1;-1;auc;0.5963399084977125
bpic2015_3_f2;all_index;XGB;2;-1;auc;0.6449411235280882
bpic2015_3_f2;all_index;XGB;3;-1;auc;0.6477911947798696
bpic2015_3_f2;all_index;XGB;4;-1;auc;0.6552913822845571
bpic2015_3_f2;all_index;XGB;5;-1;auc;0.6588244251560835
bpic2015_3_f2;all_index;XGB;6;-1;auc;0.6626109580655035
bpic2015_3_f2;all_index;XGB;7;-1;auc;0.6643593293339485
bpic2015_3_f2;all_index;XGB;8;-1;auc;0.684071484071484
bpic2015_3_f2;all_index;XGB;9;-1;auc;0.701010101010101
bpic2015_3_f2;all_index;XGB;10;-1;auc;0.7045454545454546
bpic2015_3_f2;all_index;XGB;11;-1;auc;0.7046644455021418
bpic2015_3_f2;all_index;XGB;12;-1;auc;0.714897667777249
bpic2015_3_f2;all_index;XGB;13;-1;auc;0.7310011105822625
bpic2015_3_f2;all_index;XGB;14;-1;auc;0.8302232854864434
bpic2015_3_f2;all_index;XGB;15;-1;auc;0.8816738816738817
bpic2015_3_f2;all_index;XGB;16;-1;auc;0.8913740580407248
bpic2015_3_f2;all_index;XGB;17;-1;auc;0.9001122334455669
bpic2015_3_f2;all_index;XGB;18;-1;auc;0.935626102292769
bpic2015_3_f2;all_index;XGB;19;-1;auc;0.9450056116722785
bpic2015_3_f2;all_index;XGB;20;-1;auc;0.9477312810646144
bpic2015_3_f2;all_index;XGB;21;-1;auc;0.9479368149580917
bpic2015_3_f2;all_index;XGB;22;-1;auc;0.9497098646034816
bpic2015_3_f2;all_index;XGB;23;-1;auc;0.9506562955760817
bpic2015_3_f2;all_index;XGB;24;-1;auc;0.9507780507780508
bpic2015_3_f2;all_index;XGB;25;-1;auc;0.9521739130434782
bpic2015_3_f2;all_index;XGB;26;-1;auc;0.9547658862876255
bpic2015_3_f2;all_index;XGB;27;-1;auc;0.9563682219419923
bpic2015_3_f2;all_index;XGB;28;-1;auc;0.9556864754098361
bpic2015_3_f2;all_index;XGB;29;-1;auc;0.9557637262555295
bpic2015_3_f2;all_index;XGB;30;-1;auc;0.9584859584859584
bpic2015_3_f2;all_index;XGB;31;-1;auc;0.9582565991405771
bpic2015_3_f2;all_index;XGB;32;-1;auc;0.958201058201058
bpic2015_3_f2;all_index;XGB;33;-1;auc;0.9566666666666666
bpic2015_3_f2;all_index;XGB;34;-1;auc;0.9566666666666666
bpic2015_3_f2;all_index;XGB;35;-1;auc;0.9566666666666666
bpic2015_3_f2;all_index;XGB;36;-1;auc;0.9566666666666666
bpic2015_3_f2;all_index;XGB;37;-1;auc;0.9562378167641326
bpic2015_3_f2;all_index;XGB;38;-1;auc;0.9570993914807302
bpic2015_3_f2;all_index;XGB;39;-1;auc;0.9562657695542472
bpic2015_3_f2;all_index;XGB;40;-1;auc;0.9562657695542472
bpic2015_3_f2;all_index;XGB;-1;auc;0.8679933723178215
event columns:;1700;  case columns:;34;  control columns:;3083
parsimony event;0.2211764705882353;parsimony case;0.6176470588235294;parsimony control;0.04735647096983458
FC event;0.27776117916542176;FC case;0.06742356339010058;FC control;0.4634996514291405
monotonicity;0.7832505351187717
shap event;5;shap case;5;shap control;0feature_event;0;feature_case;3;feature_control;7
