dataset;method;cls;nr_events;metric;score
bpic2015_5_f2;all_index;RF;1;-1;auc;0.7301864801864801
bpic2015_5_f2;all_index;RF;2;-1;auc;0.6902097902097902
bpic2015_5_f2;all_index;RF;3;-1;auc;0.6792540792540792
bpic2015_5_f2;all_index;RF;4;-1;auc;0.6870629370629371
bpic2015_5_f2;all_index;RF;5;-1;auc;0.6772144522144522
bpic2015_5_f2;all_index;RF;6;-1;auc;0.6795454545454546
bpic2015_5_f2;all_index;RF;7;-1;auc;0.6613636363636364
bpic2015_5_f2;all_index;RF;8;-1;auc;0.6518065268065267
bpic2015_5_f2;all_index;RF;9;-1;auc;0.6551864801864802
bpic2015_5_f2;all_index;RF;10;-1;auc;0.6417595307917888
bpic2015_5_f2;all_index;RF;11;-1;auc;0.6397874852420308
bpic2015_5_f2;all_index;RF;12;-1;auc;0.6358882947118242
bpic2015_5_f2;all_index;RF;13;-1;auc;0.6444912703190848
bpic2015_5_f2;all_index;RF;14;-1;auc;0.6622516556291391
bpic2015_5_f2;all_index;RF;15;-1;auc;0.7184889434889434
bpic2015_5_f2;all_index;RF;16;-1;auc;0.7354422604422605
bpic2015_5_f2;all_index;RF;17;-1;auc;0.7942486085343228
bpic2015_5_f2;all_index;RF;18;-1;auc;0.8919053549190535
bpic2015_5_f2;all_index;RF;19;-1;auc;0.9481320049813201
bpic2015_5_f2;all_index;RF;20;-1;auc;0.9648902821316615
bpic2015_5_f2;all_index;RF;21;-1;auc;0.9782970550576184
bpic2015_5_f2;all_index;RF;22;-1;auc;0.9889103803997421
bpic2015_5_f2;all_index;RF;23;-1;auc;0.9915538362346873
bpic2015_5_f2;all_index;RF;24;-1;auc;0.9931012250161186
bpic2015_5_f2;all_index;RF;25;-1;auc;0.9949150274320888
bpic2015_5_f2;all_index;RF;26;-1;auc;0.9946473972969356
bpic2015_5_f2;all_index;RF;27;-1;auc;0.9940026954177897
bpic2015_5_f2;all_index;RF;28;-1;auc;0.9932614555256065
bpic2015_5_f2;all_index;RF;29;-1;auc;0.9927897574123989
bpic2015_5_f2;all_index;RF;30;-1;auc;0.9921832884097035
bpic2015_5_f2;all_index;RF;31;-1;auc;0.9910377358490566
bpic2015_5_f2;all_index;RF;32;-1;auc;0.9907017782000814
bpic2015_5_f2;all_index;RF;33;-1;auc;0.9898873354146872
bpic2015_5_f2;all_index;RF;34;-1;auc;0.9896158544862224
bpic2015_5_f2;all_index;RF;35;-1;auc;0.9927857935627082
bpic2015_5_f2;all_index;RF;36;-1;auc;0.9929938956714761
bpic2015_5_f2;all_index;RF;37;-1;auc;0.9928721174004193
bpic2015_5_f2;all_index;RF;38;-1;auc;0.9928022361984625
bpic2015_5_f2;all_index;RF;39;-1;auc;0.992941998602376
bpic2015_5_f2;all_index;RF;40;-1;auc;0.9929245283018867
bpic2015_5_f2;all_index;RF;-1;auc;0.8921878952082769
event columns:;1419;  case columns:;25;  control columns:;2537
parsimony event;0.8816067653276956;parsimony case;0.96;parsimony control;0.7047694126921561
FC event;0.20703467267492803;FC case;0.811866316184754;FC control;0.811866316184754
monotonicity;0.19628100129271087
shap event;4;shap case;3;shap control;3feature_event;4;feature_case;6;feature_control;0
